message,sender,merchant,amount,transaction_type,reference_number,date
Personal: debit of ₹4300.77 to Netflix. Ref No 612934 on 2025-01-30,Personal,Netflix,4300.77,debit,612934,2025-01-30
Personal Bank: Credit of ₹5070.09. Transaction with BookMyShow. Ref: 640435,Personal,BookMyShow,5070.09,credit,640435,2025-01-30
ICICI Bank Bank: Debit of ₹2127.89. Transaction with Myntra. Ref: 982736,ICICI Bank,Myntra,2127.89,debit,982736,2025-02-01
UPI Transaction: 9012.06 credit from SBI to PhonePe. Ref 625288,SBI,PhonePe,9012.06,credit,625288,2025-01-27
Friend: A/C credit ₹4006.09 via UPI to Ola. Reference 282122,Friend,Ola,4006.09,credit,282122,2025-01-10
Punjab National Bank Bank: Debit of ₹361.52. Transaction with PhonePe. Ref: 209170,Punjab National Bank,PhonePe,361.52,debit,209170,2025-01-06
Personal: debit of ₹2763.68 to BookMyShow. Ref No 559326 on 2025-01-29,Personal,BookMyShow,2763.68,debit,559326,2025-01-29
Axis Bank: credit of ₹8190.66 to Paytm. Ref No 930185 on 2025-01-01,Axis Bank,Paytm,8190.66,credit,930185,2025-01-01
UPI Transaction: 3425.81 debit from SBI to Amazon. Ref 404404,SBI,Amazon,3425.81,debit,404404,2025-01-04
Family: A/C debit ₹4363.00 via UPI to Google Play Store. Reference 362138,Family,Google Play Store,4363.0,debit,362138,2025-01-17
SBI: credit of ₹3022.96 to BigBasket. Ref No 949666 on 2025-01-03,SBI,BigBasket,3022.96,credit,949666,2025-01-03
SBI: debit of ₹3292.55 to Zomato. Ref No 858111 on 2025-01-02,SBI,Zomato,3292.55,debit,858111,2025-01-02
Axis Bank: credit of ₹9645.39 to BookMyShow. Ref No 984045 on 2025-01-12,Axis Bank,BookMyShow,9645.39,credit,984045,2025-01-12
ICICI Bank: credit of ₹8286.84 to Netflix. Ref No 379596 on 2025-01-15,ICICI Bank,Netflix,8286.84,credit,379596,2025-01-15
Friend Bank: Credit of ₹4128.05. Transaction with Ola. Ref: 348221,Friend,Ola,4128.05,credit,348221,2025-02-01
SBI: debit of ₹1301.16 to BigBasket. Ref No 578070 on 2025-01-26,SBI,BigBasket,1301.16,debit,578070,2025-01-26
Family: debit of ₹2710.77 to Flipkart. Ref No 539908 on 2025-01-02,Family,Flipkart,2710.77,debit,539908,2025-01-02
HDFC Bank: credit of ₹8253.97 to Myntra. Ref No 763628 on 2025-01-21,HDFC Bank,Myntra,8253.97,credit,763628,2025-01-21
Friend: credit of ₹9057.45 to BookMyShow. Ref No 945076 on 2025-02-02,Friend,BookMyShow,9057.45,credit,945076,2025-02-02
SBI: debit of ₹964.10 to Swiggy. Ref No 367706 on 2025-01-01,SBI,Swiggy,964.1,debit,367706,2025-01-01
UPi Transaction: 7537.05 credit from Kotak Mahindra Bank to BookMyShow. Ref 903454,Kotak Mahindra Bank,BookMyShow,7537.05,credit,903454,2025-01-28
ICICI Bank: A/C credit ₹8430.57 via UPI to Swiggy. Reference 289692,ICICI Bank,Swiggy,8430.57,credit,289692,2025-01-13
Family Bank: Debit of ₹2763.80. Transaction with BigBasket. Ref: 851489,Family,BigBasket,2763.8,debit,851489,2025-01-20
UPI Transaction: 6546.78 credit from SBI to Myntra. Ref 240389,SBI,Myntra,6546.78,credit,240389,2025-01-16
Personal: credit of ₹6370.34 to BookMyShow. Ref No 646395 on 2025-01-30,Personal,BookMyShow,6370.34,credit,646395,2025-01-30
UPI Transaction: 2749.15 credit from SBI to Google Play Store. Ref 562482,SBI,Google Play Store,2749.15,credit,562482,2025-01-15
Axis Bank Bank: Credit of ₹2242.38. Transaction with Amazon. Ref: 102291,Axis Bank,Amazon,2242.38,credit,102291,2025-01-21
HDFC Bank Bank: Credit of ₹4184.64. Transaction with Uber. Ref: 198838,HDFC Bank,Uber,4184.64,credit,198838,2025-01-15
Kotak Mahindra Bank: debit of ₹1882.13 to Amazon. Ref No 990973 on 2025-01-07,Kotak Mahindra Bank,Amazon,1882.13,debit,990973,2025-01-07
Personal Bank: Debit of ₹3448.71. Transaction with Amazon. Ref: 150881,Personal,Amazon,3448.71,debit,150881,2025-01-06
Friend: A/C credit ₹7513.98 via UPI to Netflix. Reference 900015,Friend,Netflix,7513.98,credit,900015,2025-01-17
Friend: A/C credit ₹5063.07 via UPI to Paytm. Reference 914683,Friend,Paytm,5063.07,credit,914683,2025-01-10
Friend: A/C debit ₹700.52 via UPi to Paytm. Reference 440948,Friend,Paytm,700.52,debit,440948,2025-01-16
ICICI Bank: A/C debit ₹3789.19 via UPI to PhonePe. Reference 404396,ICICI Bank,PhonePe,3789.19,debit,404396,2025-01-29
Yes Bank Bank: Credit of ₹6514.61. Transaction with Netflix. Ref: 957300,Yes Bank,Netflix,6514.61,credit,957300,2025-01-01
Punjab National Bank: A/C debit ₹3847.07 via UPI to BookMyShow. Reference 310949,Punjab National Bank,BookMyShow,3847.07,debit,310949,2025-01-08
UPi Transaction: 888.40 debit from Personal to Uber. Ref 703362,Personal,Uber,888.4,debit,703362,2025-01-18
Kotak Mahindra Bank: A/C credit ₹4081.95 via UPI to PhonePe. Reference 741818,Kotak Mahindra Bank,PhonePe,4081.95,credit,741818,2025-01-14
Family: debit of ₹4934.31 to Google Play Store. Ref No 307681 on 2025-01-16,Family,Google Play Store,4934.31,debit,307681,2025-01-16
HDFC Bank: debit of ₹1035.98 to PhonePe. Ref No 762133 on 2025-01-26,HDFC Bank,PhonePe,1035.98,debit,762133,2025-01-26
Yes Bank: credit of ₹3149.62 to Myntra. Ref No 876071 on 2025-01-27,Yes Bank,Myntra,3149.62,credit,876071,2025-01-27
Yes Bank: debit of ₹1430.41 to Flipkart. Ref No 211499 on 2025-01-14,Yes Bank,Flipkart,1430.41,debit,211499,2025-01-14
UPI Transaction: 6371.69 credit from Punjab National Bank to Ola. Ref 992871,Punjab National Bank,Ola,6371.69,credit,992871,2025-01-05
SBI Bank: Credit of ₹1648.42. Transaction with Amazon. Ref: 690965,SBI,Amazon,1648.42,credit,690965,2025-01-13
UPI Transaction: 7168.21 credit from HDFC Bank to Netflix. Ref 646199,HDFC Bank,Netflix,7168.21,credit,646199,2025-01-23
UPI Transaction: 532.86 debit from Friend to Netflix. Ref 397453,Friend,Netflix,532.86,debit,397453,2025-01-06
Friend: debit of ₹4942.38 to BookMyShow. Ref No 934037 on 2025-01-06,Friend,BookMyShow,4942.38,debit,934037,2025-01-06
Family: debit of ₹4993.00 to BookMyShow. Ref No 875486 on 2025-01-28,Family,BookMyShow,4993.0,debit,875486,2025-01-28
SBI: A/C debit ₹3644.74 via UPI to BigBasket. Reference 848326,SBI,BigBasket,3644.74,debit,848326,2025-01-01
Friend: A/C credit ₹1286.78 via UPI to Netflix. Reference 375381,Friend,Netflix,1286.78,credit,375381,2025-01-10
Yes Bank Bank: Debit of ₹1626.13. Transaction with Amazon. Ref: 179277,Yes Bank,Amazon,1626.13,debit,179277,2025-01-17
HDFC Bank Bank: Debit of ₹2198.55. Transaction with Google Play Store. Ref: 519154,HDFC Bank,Google Play Store,2198.55,debit,519154,2025-02-02
Family: A/C debit ₹2680.66 via UPI to Netflix. Reference 504392,Family,Netflix,2680.66,debit,504392,2025-01-13
UPI Transaction: 1701.44 debit from Friend to Amazon. Ref 507767,Friend,Amazon,1701.44,debit,507767,2025-01-11
Punjab National Bank: A/C debit ₹4807.19 via UPI to Netflix. Reference 635913,Punjab National Bank,Netflix,4807.19,debit,635913,2025-01-23
Friend Bank: Debit of ₹2034.87. Transaction with Google Play Store. Ref: 525631,Friend,Google Play Store,2034.87,debit,525631,2025-01-16
HDFC Bank: A/C credit ₹1700.03 via UPI to BookMyShow. Reference 433795,HDFC Bank,BookMyShow,1700.03,credit,433795,2025-01-01
UPi Transaction: 4545.92 debit from Friend to Uber. Ref 902722,Friend,Uber,4545.92,debit,902722,2025-01-12
Kotak Mahindra Bank Bank: Credit of ₹6481.36. Transaction with Ola. Ref: 189370,Kotak Mahindra Bank,Ola,6481.36,credit,189370,2025-01-31
UPI Transaction: 2135.74 debit from HDFC Bank to Netflix. Ref 301254,HDFC Bank,Netflix,2135.74,debit,301254,2025-01-04
Kotak Mahindra Bank: debit of ₹3026.67 to Flipkart. Ref No 954863 on 2025-01-16,Kotak Mahindra Bank,Flipkart,3026.67,debit,954863,2025-01-16
UPI Transaction: 9448.52 credit from Friend to Netflix. Ref 443797,Friend,Netflix,9448.52,credit,443797,2025-01-06
UPI Transaction: 9789.96 credit from SBI to Ola. Ref 681972,SBI,Ola,9789.96,credit,681972,2025-01-26
Axis Bank: credit of ₹5006.75 to Swiggy. Ref No 575472 on 2025-01-12,Axis Bank,Swiggy,5006.75,credit,575472,2025-01-12
Family: credit of ₹7578.59 to Myntra. Ref No 953379 on 2025-01-31,Family,Myntra,7578.59,credit,953379,2025-01-31
UPI Transaction: 1547.38 debit from Kotak Mahindra Bank to PhonePe. Ref 977261,Kotak Mahindra Bank,PhonePe,1547.38,debit,977261,2025-01-17
Axis Bank Bank: Debit of ₹3773.47. Transaction with Myntra. Ref: 492900,Axis Bank,Myntra,3773.47,debit,492900,2025-01-17
UPI Transaction: 8689.42 credit from Kotak Mahindra Bank to Google Play Store. Ref 490930,Kotak Mahindra Bank,Google Play Store,8689.42,credit,490930,2025-01-01
UPI Transaction: 3753.15 credit from HDFC Bank to Myntra. Ref 865413,HDFC Bank,Myntra,3753.15,credit,865413,2025-01-30
Family Bank: Debit of ₹964.06. Transaction with Ola. Ref: 692516,Family,Ola,964.06,debit,692516,2025-01-25
SBI: debit of ₹350.47 to Flipkart. Ref No 332729 on 2025-01-24,SBI,Flipkart,350.47,debit,332729,2025-01-24
SBI: A/C debit ₹4585.39 via UPI to PhonePe. Reference 443466,SBI,PhonePe,4585.39,debit,443466,2025-01-16
HDFC Bank: debit of ₹649.28 to Zomato. Ref No 998832 on 2025-01-15,HDFC Bank,Zomato,649.28,debit,998832,2025-01-15
HDFC Bank: A/C credit ₹6422.35 via UPI to Myntra. Reference 159669,HDFC Bank,Myntra,6422.35,credit,159669,2025-01-22
SBI: debit of ₹356.70 to Zomato. Ref No 713832 on 2025-01-17,SBI,Zomato,356.7,debit,713832,2025-01-17
Family Bank: Credit of ₹1454.56. Transaction with Myntra. Ref: 587457,Family,Myntra,1454.56,credit,587457,2025-01-18
Family Bank: Credit of ₹4374.67. Transaction with Uber. Ref: 111143,Family,Uber,4374.67,credit,111143,2025-01-19
UPI Transaction: 8225.91 credit from Punjab National Bank to PhonePe. Ref 170416,Punjab National Bank,PhonePe,8225.91,credit,170416,2025-01-26
ICICI Bank: A/C credit ₹9619.87 via UPI to Zomato. Reference 310734,ICICI Bank,Zomato,9619.87,credit,310734,2025-01-29
Personal Bank: Credit of ₹2211.81. Transaction with Paytm. Ref: 697705,Personal,Paytm,2211.81,credit,697705,2025-01-20
Yes Bank Bank: Debit of ₹2324.34. Transaction with Paytm. Ref: 762721,Yes Bank,Paytm,2324.34,debit,762721,2025-01-01
UPI Transaction: 3714.71 debit from Yes Bank to BookMyShow. Ref 657263,Yes Bank,BookMyShow,3714.71,debit,657263,2025-01-08
Yes Bank: A/C debit ₹2453.37 via UPI to Amazon. Reference 294837,Yes Bank,Amazon,2453.37,debit,294837,2025-01-06
Yes Bank: debit of ₹1042.37 to Ola. Ref No 895605 on 2025-01-26,Yes Bank,Ola,1042.37,debit,895605,2025-01-26
Friend: A/C credit ₹3152.43 via UPI to Amazon. Reference 245590,Friend,Amazon,3152.43,credit,245590,2025-01-28
UPI Transaction: 8817.87 credit from HDFC Bank to Flipkart. Ref 789503,HDFC Bank,Flipkart,8817.87,credit,789503,2025-01-07
ICICI Bank: credit of ₹2300.82 to BigBasket. Ref No 883877 on 2025-01-21,ICICI Bank,BigBasket,2300.82,credit,883877,2025-01-21
Punjab National Bank: debit of ₹3544.21 to Flipkart. Ref No 777090 on 2025-01-20,Punjab National Bank,Flipkart,3544.21,debit,777090,2025-01-20
Kotak Mahindra Bank: A/C debit ₹3937.61 via UPI to Swiggy. Reference 612661,Kotak Mahindra Bank,Swiggy,3937.61,debit,612661,2025-01-22
Personal Bank: Debit of ₹620.74. Transaction with Amazon. Ref: 507141,Personal,Amazon,620.74,debit,507141,2025-02-01
Yes Bank: A/C credit ₹3157.97 via UPI to Swiggy. Reference 120633,Yes Bank,Swiggy,3157.97,credit,120633,2025-01-06
SBI: A/C credit ₹6957.42 via UPI to Amazon. Reference 608969,SBI,Amazon,6957.42,credit,608969,2025-01-31
Axis Bank: A/C credit ₹6675.13 via UPi to BigBasket. Reference 787009,Axis Bank,BigBasket,6675.13,credit,787009,2025-01-05
Yes Bank Bank: Credit of ₹5227.38. Transaction with Swiggy. Ref: 799673,Yes Bank,Swiggy,5227.38,credit,799673,2025-01-09
Kotak Mahindra Bank: credit of ₹2877.60 to Google Play Store. Ref No 182190 on 2025-01-15,Kotak Mahindra Bank,Google Play Store,2877.6,credit,182190,2025-01-15
HDFC Bank Bank: Credit of ₹3500.70. Transaction with BookMyShow. Ref: 533280,HDFC Bank,BookMyShow,3500.7,credit,533280,2025-01-14
Yes Bank: A/C debit ₹4439.08 via UPI to Paytm. Reference 309539,Yes Bank,Paytm,4439.08,debit,309539,2025-01-12
Punjab National Bank Bank: Debit of ₹1000.03. Transaction with BigBasket. Ref: 777189,Punjab National Bank,BigBasket,1000.03,debit,777189,2025-02-02
Kotak Mahindra Bank Bank: Debit of ₹4972.51. Transaction with Netflix. Ref: 990957,Kotak Mahindra Bank,Netflix,4972.51,debit,990957,2025-01-13
Kotak Mahindra Bank: debit of ₹4987.97 to Swiggy. Ref No 734056 on 2025-01-19,Kotak Mahindra Bank,Swiggy,4987.97,debit,734056,2025-01-19
Punjab National Bank Bank: Debit of ₹1317.71. Transaction with Amazon. Ref: 723252,Punjab National Bank,Amazon,1317.71,debit,723252,2025-01-24
Kotak Mahindra Bank: credit of ₹1981.17 to BookMyShow. Ref No 723258 on 2025-01-05,Kotak Mahindra Bank,BookMyShow,1981.17,credit,723258,2025-01-05
Yes Bank: debit of ₹314.94 to BookMyShow. Ref No 891092 on 2025-01-02,Yes Bank,BookMyShow,314.94,debit,891092,2025-01-02
UPI Transaction: 2777.84 debit from HDFC Bank to Zomato. Ref 234720,HDFC Bank,Zomato,2777.84,debit,234720,2025-01-19
Personal: credit of ₹8682.35 to Ola. Ref No 441867 on 2025-02-01,Personal,Ola,8682.35,credit,441867,2025-02-01
Personal Bank: Credit of ₹6271.25. Transaction with Ola. Ref: 611913,Personal,Ola,6271.25,credit,611913,2025-01-07
UPI Transaction: 9721.33 credit from SBI to Zomato. Ref 320102,SBI,Zomato,9721.33,credit,320102,2025-01-09
ICICI Bank: credit of ₹2557.94 to Swiggy. Ref No 214737 on 2025-01-14,ICICI Bank,Swiggy,2557.94,credit,214737,2025-01-14
UPI Transaction: 7920.46 credit from Friend to BigBasket. Ref 111628,Friend,BigBasket,7920.46,credit,111628,2025-01-27
Punjab National Bank: debit of ₹4894.73 to PhonePe. Ref No 899040 on 2025-01-19,Punjab National Bank,PhonePe,4894.73,debit,899040,2025-01-19
UPI Transaction: 1303.43 debit from Kotak Mahindra Bank to Ola. Ref 900337,Kotak Mahindra Bank,Ola,1303.43,debit,900337,2025-01-02
Punjab National Bank: A/C debit ₹4992.91 via UPI to Paytm. Reference 596494,Punjab National Bank,Paytm,4992.91,debit,596494,2025-01-27
Yes Bank: credit of ₹5907.75 to Flipkart. Ref No 825900 on 2025-02-02,Yes Bank,Flipkart,5907.75,credit,825900,2025-02-02
UPI Transaction: 2907.62 debit from Personal to Amazon. Ref 359942,Personal,Amazon,2907.62,debit,359942,2025-01-20
ICICI Bank: credit of ₹8853.21 to Netflix. Ref No 571741 on 2025-01-03,ICICI Bank,Netflix,8853.21,credit,571741,2025-01-03
Kotak Mahindra Bank Bank: Debit of ₹2306.29. Transaction with Myntra. Ref: 604057,Kotak Mahindra Bank,Myntra,2306.29,debit,604057,2025-01-31
HDFC Bank Bank: Credit of ₹8201.25. Transaction with BigBasket. Ref: 782512,HDFC Bank,BigBasket,8201.25,credit,782512,2025-01-25
Kotak Mahindra Bank Bank: Credit of ₹8001.37. Transaction with Uber. Ref: 504808,Kotak Mahindra Bank,Uber,8001.37,credit,504808,2025-01-17
ICICI Bank Bank: Credit of ₹3314.09. Transaction with Ola. Ref: 542376,ICICI Bank,Ola,3314.09,credit,542376,2025-01-05
Personal: A/C debit ₹4347.60 via UPI to Ola. Reference 866844,Personal,Ola,4347.6,debit,866844,2025-01-29
ICICI Bank: A/C credit ₹2390.95 via UPI to Myntra. Reference 606730,ICICI Bank,Myntra,2390.95,credit,606730,2025-01-14
Kotak Mahindra Bank Bank: Debit of ₹3639.08. Transaction with Amazon. Ref: 756104,Kotak Mahindra Bank,Amazon,3639.08,debit,756104,2025-01-26
UPI Transaction: 3950.62 debit from Personal to Paytm. Ref 981124,Personal,Paytm,3950.62,debit,981124,2025-01-16
UPI Transaction: 3324.05 credit from ICICI Bank to PhonePe. Ref 790158,ICICI Bank,PhonePe,3324.05,credit,790158,2025-01-30
Family: debit of ₹3565.68 to Swiggy. Ref No 739536 on 2025-01-21,Family,Swiggy,3565.68,debit,739536,2025-01-21
UPI Transaction: 700.95 credit from ICICI Bank to Netflix. Ref 707976,ICICI Bank,Netflix,700.95,credit,707976,2025-02-02
Yes Bank: A/C debit ₹348.85 via UPI to PhonePe. Reference 766569,Yes Bank,PhonePe,348.85,debit,766569,2025-01-28
UPI Transaction: 3550.39 credit from ICICI Bank to PhonePe. Ref 545302,ICICI Bank,PhonePe,3550.39,credit,545302,2025-01-09
Punjab National Bank: A/C credit ₹1475.01 via UPI to PhonePe. Reference 644867,Punjab National Bank,PhonePe,1475.01,credit,644867,2025-01-03
Axis Bank: debit of ₹4743.74 to PhonePe. Ref No 694154 on 2025-01-28,Axis Bank,PhonePe,4743.74,debit,694154,2025-01-28
Family: A/C credit ₹6534.81 via UPI to PhonePe. Reference 859778,Family,PhonePe,6534.81,credit,859778,2025-01-23
Friend: A/C debit ₹3629.70 via UPI to Swiggy. Reference 469240,Friend,Swiggy,3629.7,debit,469240,2025-01-06
Kotak Mahindra Bank: debit of ₹1909.43 to BookMyShow. Ref No 609714 on 2025-01-31,Kotak Mahindra Bank,BookMyShow,1909.43,debit,609714,2025-01-31
Punjab National Bank Bank: Debit of ₹4228.56. Transaction with Swiggy. Ref: 414046,Punjab National Bank,Swiggy,4228.56,debit,414046,2025-01-23
UPI Transaction: 7759.13 credit from Personal to Netflix. Ref 418018,Personal,Netflix,7759.13,credit,418018,2025-01-14
Friend Bank: Debit of ₹962.11. Transaction with Amazon. Ref: 673048,Friend,Amazon,962.11,debit,673048,2025-01-19
UPI Transaction: 2871.27 debit from Family to Netflix. Ref 261772,Family,Netflix,2871.27,debit,261772,2025-01-22
Axis Bank: A/C debit ₹4304.83 via UPI to PhonePe. Reference 701780,Axis Bank,PhonePe,4304.83,debit,701780,2025-01-12
UPi Transaction: 531.79 debit from SBI to BigBasket. Ref 952791,SBI,BigBasket,531.79,debit,952791,2025-02-01
SBI Bank: Debit of ₹194.79. Transaction with BigBasket. Ref: 165446,SBI,BigBasket,194.79,debit,165446,2025-01-30
Friend: A/C credit ₹9163.87 via UPI to BigBasket. Reference 236308,Friend,BigBasket,9163.87,credit,236308,2025-02-02
Axis Bank: A/C debit ₹583.29 via UPI to BigBasket. Reference 822395,Axis Bank,BigBasket,583.29,debit,822395,2025-01-23
UPI Transaction: 6011.67 credit from ICICI Bank to Google Play Store. Ref 259610,ICICI Bank,Google Play Store,6011.67,credit,259610,2025-01-03
Friend: A/C debit ₹4350.42 via UPI to Uber. Reference 609723,Friend,Uber,4350.42,debit,609723,2025-01-24
Punjab National Bank: A/C credit ₹5292.30 via UPI to Paytm. Reference 747885,Punjab National Bank,Paytm,5292.3,credit,747885,2025-01-31
UPi Transaction: 2809.89 debit from SBI to Ola. Ref 863986,SBI,Ola,2809.89,debit,863986,2025-02-01
ICICI Bank: credit of ₹5451.94 to Uber. Ref No 490163 on 2025-01-12,ICICI Bank,Uber,5451.94,credit,490163,2025-01-12
Personal Bank: Credit of ₹9159.50. Transaction with Swiggy. Ref: 478686,Personal,Swiggy,9159.5,credit,478686,2025-01-19
UPI Transaction: 1794.07 debit from Yes Bank to BigBasket. Ref 875459,Yes Bank,BigBasket,1794.07,debit,875459,2025-01-18
UPi Transaction: 2570.50 credit from SBI to Myntra. Ref 817233,SBI,Myntra,2570.5,credit,817233,2025-01-31
UPI Transaction: 2568.96 credit from Yes Bank to Amazon. Ref 310679,Yes Bank,Amazon,2568.96,credit,310679,2025-01-18
Friend: credit of ₹3799.57 to Netflix. Ref No 907100 on 2025-01-30,Friend,Netflix,3799.57,credit,907100,2025-01-30
Personal: A/C credit ₹3804.68 via UPI to Swiggy. Reference 907146,Personal,Swiggy,3804.68,credit,907146,2025-01-19
ICICI Bank Bank: Credit of ₹9112.99. Transaction with BigBasket. Ref: 815005,ICICI Bank,BigBasket,9112.99,credit,815005,2025-01-09
Family Bank: Credit of ₹2757.34. Transaction with Zomato. Ref: 696992,Family,Zomato,2757.34,credit,696992,2025-01-21
SBI: A/C debit ₹1300.97 via UPI to Amazon. Reference 752655,SBI,Amazon,1300.97,debit,752655,2025-01-10
HDFC Bank Bank: Debit of ₹1720.17. Transaction with Flipkart. Ref: 773837,HDFC Bank,Flipkart,1720.17,debit,773837,2025-01-27
UPI Transaction: 3033.41 debit from Friend to Swiggy. Ref 107105,Friend,Swiggy,3033.41,debit,107105,2025-01-31
SBI: debit of ₹2209.84 to Amazon. Ref No 922696 on 2025-01-02,SBI,Amazon,2209.84,debit,922696,2025-01-02
SBI: A/C credit ₹3745.79 via UPI to Swiggy. Reference 781087,SBI,Swiggy,3745.79,credit,781087,2025-01-22
HDFC Bank Bank: Credit of ₹1118.09. Transaction with Amazon. Ref: 499009,HDFC Bank,Amazon,1118.09,credit,499009,2025-01-17
